71.700004	-65.800003	-45.100002
75.099998	-63.600002	-39.7
79.800003	-56.299999	-24.399999
74.800003	-43.799999	-1.2
61.299999	-34.2	12.7
43.100002	-30.300001	18.800001
28.1	-30.7	20.5
17.5	-31.899999	21.899999
19.6	-35.7	21.399999
24.0	-37.7	23.399999
23.800001	-43.5	22.2
24.5	-52.2	21.5
26.6	-55.0	20.1
27.5	-52.799999	21.7
23.5	-52.600002	20.399999
20.0	-54.299999	20.2
17.899999	-54.7	19.300001
16.7	-57.400001	20.5
13.100001	-58.299999	18.6
6.5	-53.0	17.2
8.2	-38.5	18.1
15.600001	-31.399999	18.1
26.6	-33.2	21.2
33.299999	-47.400001	22.300001
33.5	-73.900001	15.2
36.7	-93.800003	-19.399999
41.299999	-81.200004	-58.400001
33.900001	-57.299999	-73.300003
22.0	-42.400001	-78.099998
9.800001	-35.0	-73.599998
-2.8	-33.7	-67.200004
-10.0	-34.299999	-64.200004
-14.400001	-36.299999	-55.600002
-20.1	-39.7	-49.600002
-22.5	-45.900001	-42.7
-25.2	-48.2	-31.0
-23.399999	-50.799999	-18.399999
-18.5	-54.0	-4.4
-7.7	-59.2	7.5
2.5	-62.100002	13.5
14.2	-65.700004	15.800001
11.100001	-68.300003	14.100001
-6.1	-71.700004	0.4
-11.300001	-77.900001	-15.2
-2.6	-86.300003	-30.2
17.300001	-91.099998	-40.100002
37.2	-90.099998	-40.5
44.0	-87.099998	-44.100002
42.2	-82.400001	-53.799999
49.100002	-74.200004	-62.799999
54.100002	-70.200004	-61.0
60.7	-70.599998	-56.400001
64.599998	-70.300003	-50.7
70.800003	-69.800003	-41.299999
74.5	-67.300003	-31.399999
76.400001	-62.400001	-18.399999
72.700004	-54.7	0.3
62.7	-47.799999	11.2
49.600002	-44.7	20.0
31.5	-40.100002	24.7
15.7	-35.7	21.800001
2.3	-31.399999	15.600001
-3.7	-24.800001	11.100001
-9.900001	-21.7	4.6
-11.100001	-14.0	-3.8
-5.4	-8.5	-0.1
-1.8	-7.5	2.5
-1.3	-11.100001	4.3
-7.4	-24.0	7.3
-11.900001	-35.299999	7.4
-16.5	-50.900001	0.1
-18.0	-65.5	-12.800001
-10.7	-79.700004	-33.600002
-0.4	-80.200004	-51.7
5.5	-72.0	-63.0
3.8	-60.7	-68.5
-0.6	-49.799999	-69.400001
-5.9	-42.0	-67.0
-13.600001	-40.100002	-59.7
-17.899999	-39.5	-52.799999
-22.5	-40.5	-43.900001
-24.399999	-42.400001	-35.2
-25.399999	-52.7	-23.800001
-14.5	-75.400001	-21.399999
0.0	-87.900001	-27.399999
17.0	-92.5	-33.100002
38.0	-91.700004	-29.1
49.2	-87.900001	-20.2
59.900001	-79.400001	-11.7
58.299999	-77.5	-4.5
34.0	-88.400001	-6.6
12.300001	-91.800003	-22.899999
-2.0	-84.0	-40.5
-10.400001	-67.300003	-53.2
-12.5	-38.299999	-59.400001
16.899999	-10.2	-68.599998
51.0	-7.9	-64.099998
64.300003	-11.900001	-58.299999
69.400001	-11.0	-51.799999
64.800003	1.1	-44.7
40.5	12.600001	-41.799999
15.5	11.0	-42.799999
-7.3	-3.5	-42.299999
-20.800001	-24.5	-40.400001
-24.5	-42.799999	-38.100002
-21.6	-59.7	-31.899999
-12.800001	-77.099998	-31.7
2.5	-87.599998	-29.800001
24.899999	-92.599998	-30.800001
42.100002	-89.099998	-29.2
56.2	-83.400001	-27.1
69.300003	-71.099998	-22.800001
77.700004	-53.900001	-15.0
78.599998	-41.100002	-12.800001
80.099998	-34.900001	-12.5
79.900001	-46.600002	-12.600001
63.299999	-75.300003	-11.800001
31.899999	-90.800003	-12.300001
2.6	-86.200004	-15.100001
-14.0	-73.099998	-16.2
-24.300001	-52.400001	-21.399999
-23.800001	-30.0	-30.1
-12.900001	-8.5	-34.0
0.9	5.2	-37.5
20.800001	10.800001	-44.5
30.399999	8.2	-50.100002
35.5	5.8	-54.0
37.2	4.7	-56.799999
38.799999	4.9	-55.2
39.7	5.3	-55.299999
46.2	4.1	-53.100002
50.2	0.2	-56.400001
55.5	-3.3	-54.400001
60.600002	-5.6	-55.600002
69.200004	-11.2	-48.299999
79.900001	-29.0	-40.7
78.0	-57.900001	-32.799999
65.099998	-77.200004	-28.5
52.2	-86.0	-29.1
38.299999	-90.5	-32.299999
37.299999	-90.0	-33.600002
49.100002	-86.099998	-34.900001
66.300003	-74.599998	-33.0
79.900001	-49.0	-34.2
75.5	-15.600001	-40.5
